
Residuals from Base Run #17 (Convergent Run)

Base_Run,Date_Time,mass,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Zr,Pb,BC
17,04/23/07 00:42,-2.667000E+000,3.362000E-003,-3.069000E-002,8.461000E-002,-1.014000E-001,1.100000E-002,8.314000E-003,5.274000E-004,-2.918000E-002,3.074000E-003,1.798000E-003,3.697000E-004,-8.490000E-004,-1.333000E-004,1.963000E-002,-1.174000E-003,-1.678000E-003,-2.208000E-003,1.979000E-004,-2.173000E-004,-1.589000E-003,3.726000E-004,-2.919000E-003,3.135000E-001
17,04/23/07 01:00,-1.718000E+000,3.786000E-002,2.596000E-003,1.665000E-002,-7.498000E-002,6.874000E-003,-5.680000E-004,2.163000E-004,-3.656000E-003,-4.340000E-003,3.641000E-003,-1.556000E-004,1.688000E-004,-5.084000E-004,4.157000E-002,-2.112000E-004,1.797000E-003,-2.803000E-004,7.496000E-005,-6.040000E-005,-8.638000E-004,-1.540000E-005,-2.368000E-003,3.061000E-002
17,04/25/07 00:54,-4.202000E+000,1.381000E-001,-3.148000E-002,3.684000E-002,-4.647000E-002,4.041000E-004,-1.168000E-002,1.274000E-003,3.395000E-002,-4.607000E-003,-1.338000E-003,9.002000E-004,1.513000E-003,1.874000E-003,9.891000E-003,2.751000E-003,3.167000E-003,-2.023000E-003,-2.050000E-004,-4.147000E-004,2.619000E-004,-1.754000E-004,-5.548000E-004,-2.175000E-001
17,04/25/07 01:11,-4.166000E+000,1.071000E-002,-2.869000E-002,4.786000E-002,-2.388000E-002,4.025000E-003,1.040000E-002,-1.913000E-003,-2.198000E-002,2.241000E-004,9.299000E-004,1.036000E-003,1.079000E-003,-3.904000E-004,4.433000E-003,3.706000E-003,-9.230000E-006,1.173000E-002,-1.595000E-004,-8.830000E-004,-1.221000E-004,8.021000E-004,5.882000E-003,4.935000E-002
17,04/27/07 00:45,-7.932000E-001,-5.641000E-002,-8.278000E-003,6.763000E-002,-3.298000E-002,6.373000E-003,9.235000E-003,-9.499000E-004,-5.561000E-002,4.212000E-003,5.432000E-003,5.970000E-004,-8.929000E-004,-7.871000E-004,-2.775000E-002,-1.575000E-004,-4.478000E-004,4.818000E-003,3.109000E-005,-6.748000E-004,-4.655000E-004,7.177000E-004,-9.572000E-005,2.479000E-001
17,04/27/07 01:17,-5.357000E+000,9.201000E-002,7.874000E-002,7.506000E-002,5.251000E-003,-3.263000E-003,2.206000E-002,-5.225000E-003,-4.939000E-002,5.645000E-003,-2.678000E-003,2.969000E-003,3.297000E-003,1.010000E-003,4.481000E-004,1.244000E-002,6.541000E-003,2.904000E-002,-2.690000E-005,-2.623000E-004,3.917000E-003,2.398000E-003,1.282000E-003,2.075000E-001
17,04/29/07 00:52,-9.654000E-003,-7.439000E-002,-2.740000E-002,4.379000E-002,-5.097000E-002,3.380000E-003,1.433000E-002,-1.575000E-004,-3.227000E-002,-1.659000E-003,1.025000E-003,3.249000E-004,4.278000E-005,2.938000E-004,2.511000E-002,1.284000E-003,-1.028000E-003,2.747000E-004,1.994000E-004,2.204000E-005,2.872000E-004,5.204000E-004,-1.003000E-004,1.745000E-001
17,04/29/07 01:20,-1.202000E+000,8.862000E-003,-3.603000E-002,2.941000E-002,-2.328000E-002,-2.761000E-003,1.112000E-002,-6.820000E-004,-2.210000E-002,8.298000E-005,2.922000E-004,8.389000E-006,3.512000E-004,6.703000E-004,1.247000E-002,5.613000E-003,-1.145000E-004,-2.031000E-003,2.413000E-004,-1.132000E-003,3.706000E-004,1.429000E-003,1.361000E-003,9.873000E-002
17,05/01/07 00:57,-2.723000E+000,-5.238000E-003,-9.570000E-003,6.363000E-002,-9.688000E-002,2.480000E-003,-1.068000E-002,1.115000E-003,3.929000E-002,-7.861000E-003,2.515000E-003,4.133000E-004,-2.640000E-005,-1.237000E-003,4.584000E-002,3.188000E-004,1.450000E-003,-4.201000E-003,7.718000E-006,-5.250000E-004,-3.243000E-004,4.797000E-004,-1.121000E-003,-1.091000E-001
17,05/01/07 01:31,-7.311000E+000,-6.357000E-002,9.891000E-003,1.685000E-002,-3.500000E-002,-4.171000E-003,-1.469000E-002,5.645000E-004,5.485000E-002,-4.382000E-003,1.657000E-003,5.230000E-004,-1.544000E-004,-8.782000E-004,1.007000E-002,2.863000E-003,3.107000E-003,-3.091000E-003,-2.717000E-004,1.368000E-003,9.043000E-004,6.023000E-004,5.307000E-004,-1.972000E-001
17,05/03/07 01:03,4.697000E-001,-6.869000E-002,-1.947000E-002,5.743000E-002,-6.792000E-002,6.494000E-003,1.778000E-002,1.473000E-005,-3.987000E-002,6.330000E-004,4.109000E-003,1.086000E-004,-6.231000E-004,-7.840000E-004,2.142000E-002,-3.878000E-004,-1.421000E-003,-1.642000E-004,2.625000E-004,-7.917000E-004,-1.384000E-003,-4.501000E-004,-2.956000E-003,2.716000E-001
17,05/03/07 01:39,-1.303000E+000,1.166000E-001,2.187000E-002,3.637000E-002,-1.404000E-002,8.754000E-004,1.588000E-002,-3.333000E-004,-2.843000E-002,1.355000E-003,-4.643000E-004,3.500000E-004,-2.229000E-005,-1.063000E-003,1.165000E-002,1.600000E-003,-1.857000E-003,-1.561000E-003,1.145000E-004,-4.224000E-004,7.674000E-004,5.737000E-004,-2.043000E-003,1.741000E-001
17,05/05/07 00:59,-5.897000E+000,-2.048000E-001,-3.007000E-002,9.855000E-002,-3.728000E-002,5.097000E-003,2.837000E-003,-2.922000E-004,-1.352000E-002,5.880000E-003,4.698000E-003,7.079000E-004,-3.467000E-004,3.348000E-004,-5.485000E-002,1.840000E-003,-9.759000E-005,5.320000E-003,-1.162000E-004,-1.235000E-003,-5.703000E-004,6.705000E-004,8.554000E-004,5.106000E-002
17,05/05/07 01:33,-1.165000E+001,1.277000E-001,-1.241000E-003,7.155000E-002,5.725000E-003,4.083000E-003,2.468000E-002,-5.991000E-005,-4.145000E-002,1.009000E-002,2.945000E-003,3.925000E-003,-1.296000E-003,-5.175000E-004,-8.191000E-003,1.440000E-002,-5.360000E-003,4.879000E-003,3.146000E-003,-1.527000E-003,5.534000E-003,4.571000E-003,1.056000E-002,6.967000E-001
17,05/07/07 00:57,-4.517000E-001,-2.681000E-002,-1.682000E-002,6.115000E-002,-4.593000E-002,3.399000E-003,-3.781000E-003,2.154000E-003,1.226000E-002,1.317000E-003,3.334000E-003,-1.883000E-004,-7.178000E-005,-4.562000E-004,-2.725000E-002,-5.703000E-004,-3.666000E-003,-3.822000E-003,8.308000E-005,6.703000E-005,-4.502000E-004,-7.273000E-004,-1.819000E-003,3.863000E-002
17,05/07/07 01:31,-2.634000E+000,3.908000E-001,1.157000E-001,1.656000E-001,-1.315000E-002,7.853000E-003,1.652000E-002,-1.239000E-003,-2.987000E-002,9.428000E-003,8.333000E-004,1.655000E-003,2.432000E-003,1.824000E-003,-1.034000E-002,1.635000E-002,-4.216000E-003,4.365000E-003,2.992000E-003,2.093000E-003,6.363000E-003,2.219000E-003,9.579000E-003,9.768000E-001
17,05/09/07 00:57,3.002000E+000,2.431000E-003,-3.869000E-002,6.695000E-002,-1.537000E-001,9.088000E-003,2.269000E-002,7.617000E-005,-1.359000E-001,-4.855000E-003,3.333000E-003,1.206000E-003,-2.042000E-004,2.318000E-003,1.204000E-001,4.638000E-005,-5.623000E-004,-4.384000E-003,2.793000E-004,6.449000E-005,-8.968000E-004,-2.575000E-005,-1.367000E-003,1.011000E+000
17,05/09/07 01:25,-1.403000E+000,-1.041000E-002,-2.842000E-002,3.442000E-002,-9.189000E-002,2.662000E-003,9.682000E-004,1.752000E-003,2.782000E-003,-5.069000E-003,3.395000E-003,9.129000E-004,-4.431000E-004,-1.065000E-003,7.147000E-002,7.943000E-004,-3.189000E-004,-6.959000E-003,1.969000E-004,-4.424000E-004,-2.012000E-003,1.965000E-005,-2.551000E-003,8.812000E-002
17,05/11/07 01:03,-6.700000E-001,-3.989000E-002,-3.888000E-002,3.921000E-002,-7.861000E-002,2.867000E-003,7.883000E-003,2.220000E-005,-2.011000E-002,-4.606000E-003,3.410000E-003,7.059000E-004,-3.283000E-004,3.032000E-003,1.255000E-002,-3.618000E-004,-1.486000E-003,7.766000E-003,-2.206000E-005,-8.101000E-005,8.624000E-005,-4.963000E-004,2.475000E-003,-5.801000E-002
17,05/11/07 01:32,-2.734000E+000,-3.028000E-002,-4.274000E-002,2.534000E-002,-2.107000E-002,2.072000E-003,1.517000E-002,-1.046000E-004,-2.282000E-002,-2.090000E-004,2.467000E-003,1.575000E-003,4.616000E-004,1.064000E-004,-4.495000E-003,2.011000E-003,2.961000E-003,-1.828000E-003,8.385000E-006,5.126000E-004,1.071000E-003,-2.270000E-006,3.011000E-003,7.641000E-002
17,05/13/07 01:04,-2.018000E+000,-6.948000E-002,2.089000E-002,7.080000E-002,-1.823000E-001,1.087000E-003,-1.080000E-002,9.822000E-004,4.819000E-002,-6.543000E-003,5.301000E-003,1.453000E-004,-1.356000E-003,5.655000E-004,1.180000E-002,1.726000E-003,3.032000E-003,-1.462000E-003,-1.296000E-004,-6.715000E-004,1.271000E-004,3.292000E-004,-3.042000E-003,-2.015000E-001
17,05/13/07 01:55,-2.229000E+000,1.317000E-002,5.333000E-004,6.265000E-002,-1.373000E-001,9.300000E-005,1.711000E-003,-2.456000E-004,-7.065000E-003,-1.895000E-003,3.096000E-003,6.792000E-004,-1.588000E-004,6.640000E-006,1.202000E-002,4.852000E-004,1.497000E-003,4.041000E-003,-7.845000E-005,3.682000E-004,1.022000E-003,2.668000E-004,-1.288000E-003,-1.470000E-002
17,05/15/07 01:10,1.140000E+000,-6.637000E-002,-4.358000E-002,6.646000E-002,-1.225000E-001,-1.583000E-003,-9.131000E-003,1.924000E-003,1.059000E-001,-2.916000E-003,1.670000E-003,-5.020000E-004,-6.411000E-004,-1.078000E-003,2.313000E-002,-5.643000E-004,-1.481000E-003,-4.220000E-003,7.655000E-005,-8.532000E-005,-1.354000E-004,3.824000E-004,-2.477000E-003,-4.192000E-002
17,05/15/07 01:51,-1.166000E+000,-7.481000E-002,3.608000E-002,9.479000E-002,-1.103000E-001,2.186000E-003,-6.174000E-003,7.943000E-004,3.492000E-002,-1.868000E-003,-1.527000E-003,1.203000E-004,-6.654000E-004,-1.293000E-003,-1.407000E-003,2.276000E-003,-3.178000E-004,-6.867000E-003,1.101000E-006,4.999000E-004,2.027000E-003,9.607000E-004,-1.711000E-003,-9.215000E-002
17,05/17/07 01:01,2.171000E+000,1.292000E-001,-1.948000E-002,-1.212000E-002,-4.874000E-002,5.152000E-003,3.700000E-002,-5.673000E-004,-1.009000E-001,-4.222000E-003,2.504000E-003,-7.566000E-004,-8.822000E-005,5.485000E-004,7.650000E-002,-2.940000E-004,-7.034000E-004,1.722000E-002,1.023000E-004,-3.779000E-004,-3.205000E-004,1.651000E-003,-3.051000E-003,1.591000E-001
17,05/17/07 01:54,2.830000E+000,-9.860000E-002,1.527000E-002,-5.510000E-002,-7.507000E-003,-1.233000E-003,1.877000E-002,4.780000E-004,-1.367000E-002,-3.957000E-003,4.733000E-003,6.529000E-004,3.756000E-004,8.955000E-004,8.374000E-002,1.957000E-004,-1.450000E-003,-3.096000E-003,2.942000E-004,5.762000E-004,-2.404000E-004,1.107000E-004,-2.457000E-003,4.922000E-002
17,05/19/07 01:01,-1.626000E-001,4.332000E-002,1.877000E-002,-5.637000E-002,-5.073000E-003,-2.816000E-003,1.312000E-002,-6.073000E-004,-1.251000E-001,-1.486000E-003,9.664000E-003,5.693000E-004,5.608000E-004,1.985000E-003,9.655000E-002,6.077000E-003,1.564000E-003,-2.219000E-003,7.587000E-004,-3.665000E-004,1.918000E-003,9.183000E-004,2.665000E-003,1.302000E-001
17,05/19/07 01:20,2.674000E+000,1.641000E-001,1.022000E-002,2.317000E-002,-2.276000E-002,-4.903000E-005,9.925000E-002,-6.236000E-004,-1.209000E-001,8.057000E-004,8.080000E-004,1.376000E-003,8.251000E-004,-8.110000E-004,1.030000E-002,3.844000E-003,2.772000E-003,-3.673000E-003,1.285000E-004,-5.472000E-004,2.255000E-004,2.156000E-003,-1.518000E-003,1.835000E-001
17,05/21/07 00:47,7.240000E+000,-1.938000E-001,-4.444000E-002,-1.040000E-001,-4.187000E-003,-8.059000E-004,-4.390000E-003,1.018000E-003,1.061000E-002,-6.722000E-003,1.233000E-002,6.915000E-004,-6.924000E-004,4.684000E-003,1.139000E-001,-9.565000E-004,-1.863000E-003,6.734000E-002,6.587000E-005,-3.899000E-004,-9.051000E-006,3.269000E-004,3.159000E-003,-2.238000E-001
17,05/21/07 01:12,-2.169000E+000,2.135000E-002,-2.211000E-002,-4.572000E-002,-1.188000E-002,1.171000E-002,2.270000E-002,-5.006000E-003,-1.957000E-001,1.507000E-003,6.960000E-004,6.021000E-005,6.287000E-004,1.282000E-003,1.331000E-001,-3.787000E-004,-2.163000E-003,8.031000E-002,9.628000E-005,-8.743000E-004,-6.755000E-004,-9.202000E-004,4.324000E-003,1.114000E-001
17,05/23/07 01:28,2.967000E+000,2.652000E-001,9.191000E-003,-1.013000E-002,-9.053000E-003,8.835000E-004,3.782000E-003,-3.657000E-004,-7.572000E-003,-1.646000E-003,-1.750000E-003,9.569000E-004,6.328000E-007,1.930000E-004,6.193000E-002,2.727000E-003,5.529000E-004,-6.673000E-003,2.192000E-004,-1.851000E-004,1.764000E-003,1.743000E-004,5.061000E-005,1.559000E-002
17,05/23/07 01:57,-3.846000E-001,2.021000E-001,1.345000E-002,-1.923000E-002,1.461000E-002,-5.280000E-003,-1.450000E-002,1.968000E-003,2.176000E-001,3.137000E-004,-1.086000E-003,-3.034000E-004,-3.489000E-004,-9.275000E-004,-1.742000E-003,1.437000E-003,-2.705000E-003,-4.516000E-003,-9.834000E-005,1.562000E-003,9.174000E-004,1.163000E-003,-3.353000E-003,-1.761000E-001
17,05/25/07 01:33,4.857000E+000,6.635000E-002,-1.272000E-002,3.236000E-002,-1.059000E-001,1.265000E-003,1.303000E-002,2.930000E-004,-2.392000E-002,-4.825000E-003,4.309000E-003,8.034000E-005,3.197000E-004,1.161000E-003,1.117000E-001,2.517000E-004,-6.724000E-005,-4.001000E-003,2.289000E-004,-8.039000E-004,1.768000E-004,2.567000E-004,-4.301000E-003,1.858000E-001
17,05/25/07 02:08,4.604000E-001,6.543000E-002,-3.418000E-002,2.301000E-002,-7.064000E-002,-3.833000E-003,-1.130000E-002,1.595000E-003,4.101000E-002,-3.481000E-003,4.741000E-003,-2.100000E-004,-6.160000E-004,2.089000E-004,1.002000E-002,2.970000E-004,-1.023000E-003,-3.929000E-003,4.153000E-005,4.412000E-005,9.662000E-004,3.525000E-004,-4.831000E-003,-1.705000E-001
17,05/27/07 01:23,-4.729000E+000,8.600000E-001,5.227000E-001,2.977000E-001,-1.527000E-001,5.687000E-003,2.578000E-002,-8.608000E-004,-3.450000E-002,-5.573000E-003,-4.933000E-003,5.745000E-003,1.140000E-002,2.191000E-003,1.193000E-001,4.310000E-002,5.417000E-003,1.258000E-002,3.556000E-003,-1.354000E-004,1.682000E-002,3.129000E-003,1.117000E-002,4.391000E-001
17,05/27/07 01:29,-7.820000E-001,1.089000E-001,1.376000E-002,7.603000E-002,-1.166000E-001,-2.350000E-003,2.511000E-002,-1.964000E-003,-8.068000E-002,-3.285000E-003,3.324000E-003,6.858000E-004,3.907000E-004,7.853000E-004,5.718000E-002,4.542000E-003,7.394000E-005,-4.353000E-003,2.976000E-004,-5.593000E-004,5.486000E-004,8.917000E-004,-1.059000E-003,1.740000E-001
17,05/29/07 01:05,1.495000E+001,-1.466000E-001,-1.043000E-002,-1.935000E-002,-1.743000E-002,2.077000E-003,6.438000E-003,1.217000E-003,-1.725000E-002,-1.041000E-003,1.552000E-003,-7.219000E-004,-8.253000E-004,1.232000E-004,1.910000E-002,-1.804000E-003,7.587000E-003,-6.939000E-003,2.057000E-004,1.149000E-004,4.819000E-006,6.206000E-005,1.515000E-003,6.404000E-001
17,05/29/07 02:04,6.126000E+000,2.237000E-002,2.605000E-002,-4.483000E-002,1.951000E-002,2.067000E-003,-1.530000E-002,1.327000E-003,1.054000E-001,-2.928000E-003,-3.244000E-003,3.417000E-004,1.325000E-003,2.748000E-003,1.344000E-002,1.072000E-003,-2.612000E-003,1.468000E-003,-4.216000E-006,-1.428000E-005,1.436000E-004,1.126000E-003,-2.232000E-003,-2.540000E-001
17,05/31/07 01:09,1.477000E+000,-6.072000E-002,-1.324000E-002,-1.842000E-002,1.118000E-002,-4.658000E-003,5.102000E-004,-6.145000E-005,1.472000E-003,-1.279000E-004,2.016000E-004,-3.532000E-004,1.199000E-005,-8.427000E-005,-3.150000E-004,4.090000E-004,-6.018000E-004,2.129000E-002,1.097000E-006,1.105000E-003,6.622000E-004,-2.594000E-004,-5.582000E-003,-3.923000E-002
17,05/31/07 02:01,4.236000E+000,3.490000E-002,7.980000E-003,2.184000E-002,-3.834000E-002,3.966000E-003,2.276000E-002,-7.410000E-005,-1.355000E-001,-9.917000E-004,-1.127000E-003,9.694000E-004,-1.061000E-003,2.055000E-003,3.678000E-002,-4.135000E-004,-2.170000E-003,-6.758000E-004,2.585000E-004,-2.933000E-004,-3.502000E-004,-4.150000E-004,-2.022000E-003,8.208000E-001
17,06/02/07 00:39,7.814000E-001,4.734000E-002,8.061000E-003,1.227000E-003,9.715000E-004,-3.747000E-003,-1.046000E-002,-1.092000E-004,2.189000E-002,4.431000E-005,8.315000E-004,1.737000E-004,-9.253000E-004,-5.501000E-004,-5.654000E-003,6.548000E-004,3.988000E-003,-3.628000E-003,-1.496000E-004,2.087000E-004,1.590000E-004,3.124000E-004,6.772000E-004,-7.420000E-002
17,06/02/07 01:20,2.063000E+000,6.303000E-002,-1.927000E-002,2.661000E-002,-7.505000E-003,-2.688000E-003,1.686000E-002,-9.826000E-004,-2.095000E-002,8.470000E-004,9.381000E-004,-1.593000E-004,-2.897000E-004,1.135000E-003,-7.885000E-003,2.796000E-003,4.509000E-004,-1.124000E-003,7.475000E-007,5.460000E-004,1.627000E-003,1.054000E-005,-1.521000E-003,9.161000E-002
17,06/04/07 00:54,2.894000E+000,3.542000E-002,1.926000E-002,-2.803000E-002,2.090000E-002,-8.416000E-003,-1.861000E-002,-1.994000E-003,1.403000E-001,2.306000E-003,-5.846000E-004,2.838000E-004,6.639000E-004,1.027000E-003,-3.195000E-002,5.262000E-003,4.170000E-003,3.165000E-004,-9.749000E-004,7.582000E-004,1.829000E-003,1.051000E-003,1.212000E-003,-9.475000E-002
17,06/04/07 01:06,9.798000E-001,1.712000E-001,6.139000E-002,-2.375000E-002,1.037000E-002,-2.671000E-003,-1.724000E-002,-1.007000E-003,1.466000E-001,7.744000E-004,-7.570000E-004,-1.254000E-004,6.405000E-005,4.399000E-004,-5.745000E-003,2.179000E-003,3.679000E-003,-1.266000E-003,-3.226000E-004,2.006000E-003,1.554000E-003,4.834000E-004,4.024000E-003,-1.995000E-001
17,06/06/07 00:44,1.417000E+000,7.364000E-003,1.350000E-002,-2.179000E-002,5.105000E-003,-5.207000E-003,-1.465000E-002,-2.397000E-004,1.076000E-001,-4.613000E-004,5.685000E-004,1.725000E-006,1.714000E-004,7.091000E-004,-5.282000E-003,2.161000E-003,4.149000E-003,6.650000E-003,-3.764000E-004,-6.579000E-004,1.964000E-003,5.885000E-004,3.534000E-004,-5.883000E-001
17,06/06/07 01:35,-1.280000E-002,3.345000E-002,1.765000E-002,-1.925000E-002,9.639000E-003,-5.734000E-003,-1.136000E-002,-3.544000E-004,2.479000E-002,5.880000E-004,-8.839000E-004,8.505000E-006,1.946000E-004,1.658000E-003,-5.487000E-003,4.888000E-003,6.921000E-003,1.399000E-003,-3.703000E-004,4.244000E-004,1.043000E-003,2.827000E-004,-8.330000E-004,-1.808000E-001
17,06/08/07 00:33,4.657000E+000,-6.294000E-002,6.591000E-003,-5.319000E-002,2.010000E-002,-1.090000E-003,-1.763000E-002,7.731000E-004,5.981000E-002,1.780000E-004,-1.980000E-003,-1.298000E-004,-1.142000E-003,1.172000E-003,8.314000E-003,-1.452000E-003,3.458000E-003,3.150000E-003,3.161000E-006,3.102000E-004,-5.602000E-004,-4.962000E-004,1.390000E-003,-9.511000E-001
17,06/08/07 01:20,1.210000E+000,-1.683000E-001,-2.114000E-002,-3.410000E-002,2.596000E-002,5.397000E-006,-9.144000E-004,-3.090000E-003,-6.444000E-003,2.164000E-003,-8.948000E-004,2.258000E-004,-3.252000E-004,6.699000E-004,-1.664000E-002,2.213000E-004,1.282000E-002,-1.507000E-003,-4.774000E-005,3.448000E-004,7.327000E-004,6.136000E-005,2.498000E-003,1.197000E+000
17,06/10/07 00:25,-3.503000E-001,9.020000E-002,-8.644000E-003,1.139000E-002,-1.404000E-002,-2.945000E-004,-1.277000E-002,1.861000E-003,2.712000E-002,-2.137000E-003,-9.736000E-004,4.607000E-004,6.082000E-006,1.347000E-003,3.479000E-003,1.930000E-003,2.378000E-003,-2.475000E-003,-1.096000E-004,6.390000E-004,8.179000E-004,3.420000E-004,3.366000E-004,-1.635000E-001
17,06/10/07 01:07,-1.640000E+000,1.694000E-001,4.420000E-003,1.013000E-002,6.529000E-003,-1.565000E-004,-1.778000E-002,-5.892000E-004,2.813000E-002,8.161000E-004,8.464000E-004,5.484000E-004,1.656000E-004,8.481000E-005,-1.529000E-002,4.079000E-004,1.345000E-003,1.130000E-003,-2.806000E-004,-3.531000E-004,4.346000E-004,1.897000E-004,3.370000E-004,-1.050000E-001
17,06/12/07 00:47,4.510000E+000,-6.574000E-002,-1.964000E-002,-2.253000E-002,-1.554000E-002,-1.581000E-003,2.012000E-003,1.891000E-003,-2.664000E-003,-2.126000E-003,-1.281000E-003,1.473000E-004,-4.124000E-004,6.826000E-004,3.923000E-002,1.710000E-003,7.817000E-004,-1.983000E-003,2.240000E-004,3.504000E-004,1.159000E-003,-4.679000E-004,-1.905000E-003,-6.264000E-002
17,06/12/07 01:33,2.883000E+000,-3.408000E-002,9.237000E-003,1.088000E-002,5.433000E-003,-3.235000E-003,-9.387000E-003,1.485000E-003,1.523000E-001,4.960000E-004,-6.891000E-004,-8.571000E-005,4.552000E-004,1.179000E-003,-9.823000E-003,3.131000E-003,1.823000E-003,-2.152000E-003,-1.980000E-004,4.994000E-004,1.696000E-003,1.016000E-003,-1.698000E-003,-2.241000E-001
17,06/14/07 01:15,-9.039000E-002,-7.917000E-002,-2.440000E-002,-1.615000E-002,7.486000E-003,-1.863000E-004,2.260000E-003,3.751000E-004,-5.110000E-003,-5.728000E-004,-2.859000E-003,4.657000E-005,1.858000E-004,1.506000E-003,7.911000E-002,-4.640000E-004,2.378000E-004,-2.289000E-003,2.534000E-004,5.633000E-004,7.870000E-005,4.136000E-004,-2.742000E-003,1.529000E-002
17,06/14/07 01:54,-9.760000E-001,-4.861000E-002,3.566000E-002,-7.807000E-003,2.486000E-002,-2.990000E-003,-1.226000E-002,-2.169000E-004,3.248000E-002,2.594000E-003,-1.682000E-003,3.858000E-004,2.313000E-004,4.151000E-004,-2.332000E-002,1.705000E-003,4.950000E-003,-3.129000E-003,-3.247000E-004,9.315000E-004,9.489000E-004,4.048000E-004,-1.818000E-003,-1.155000E-001
17,06/16/07 01:14,-4.027000E+000,8.508000E-002,9.786000E-002,4.453000E-002,-2.056000E-002,-4.659000E-003,-1.390000E-002,3.186000E-003,1.055000E-001,-2.910000E-003,-1.625000E-003,3.076000E-003,2.123000E-003,5.550000E-003,1.084000E-003,1.275000E-002,8.983000E-003,3.488000E-003,-1.574000E-003,-1.085000E-003,4.201000E-003,1.863000E-003,1.575000E-003,-2.334000E-001
17,06/16/07 01:45,-4.589000E-001,1.536000E-001,6.660000E-002,1.183000E-002,5.033000E-003,-2.821000E-003,2.200000E-002,-1.057000E-002,-2.420000E-002,1.509000E-003,-5.774000E-004,-5.477000E-005,7.234000E-004,7.958000E-004,-2.318000E-003,2.899000E-003,2.278000E-003,3.838000E-003,-1.123000E-006,-8.676000E-005,5.018000E-004,1.495000E-004,1.363000E-003,1.346000E-001
17,06/18/07 01:21,-7.237000E-002,4.293000E-001,2.849000E-002,1.207000E-002,-2.426000E-002,-2.643000E-003,6.996000E-002,-2.894000E-003,-4.025000E-002,-3.002000E-003,6.762000E-004,3.145000E-005,2.826000E-004,1.283000E-003,2.314000E-002,1.633000E-003,-2.306000E-003,-5.166000E-003,2.901000E-004,3.537000E-004,1.072000E-003,1.442000E-004,-4.575000E-003,1.478000E-001
17,06/18/07 01:52,4.275000E-001,4.224000E-001,5.426000E-002,1.236000E-002,5.861000E-003,-7.823000E-003,-1.803000E-002,-5.867000E-003,2.315000E-002,1.501000E-003,-8.319000E-004,1.224000E-004,1.277000E-004,5.093000E-004,-5.443000E-003,3.319000E-003,2.971000E-003,-3.260000E-003,-3.652000E-004,2.362000E-006,1.343000E-003,5.008000E-004,-7.687000E-004,-5.806000E-002
17,06/20/07 01:10,-8.606000E-001,3.456000E-001,3.700000E-002,6.837000E-002,2.708000E-002,-7.357000E-003,4.122000E-002,-5.540000E-003,-4.486000E-002,6.643000E-003,-8.360000E-004,-5.133000E-004,2.744000E-003,2.435000E-003,-2.088000E-002,1.364000E-002,2.729000E-003,-2.104000E-003,-3.638000E-004,2.172000E-004,9.336000E-003,2.494000E-003,1.758000E-003,2.942000E-001
17,06/20/07 01:53,-6.756000E-001,4.030000E-001,3.663000E-002,1.073000E-002,-1.168000E-002,-2.117000E-003,1.172000E-002,-1.412000E-003,-3.805000E-003,-9.448000E-004,1.874000E-003,4.433000E-004,6.593000E-004,9.406000E-004,1.324000E-003,7.584000E-003,6.290000E-003,-3.509000E-003,-2.018000E-004,1.047000E-003,2.741000E-003,8.672000E-004,1.250000E-003,-3.084000E-002
17,06/22/07 01:10,-5.272000E+000,7.184000E-002,-1.284000E-002,1.512000E-002,-3.892000E-003,-1.458000E-002,9.150000E-002,-2.246000E-003,-8.239000E-002,1.105000E-003,2.748000E-005,1.862000E-003,3.937000E-003,3.482000E-003,4.191000E-003,1.287000E-002,-2.059000E-003,5.338000E-002,3.872000E-004,-1.608000E-003,7.602000E-003,9.455000E-004,-4.784000E-003,2.399000E-001
17,06/22/07 01:50,-2.547000E-001,4.025000E-001,3.794000E-002,1.170000E-002,-1.203000E-002,-4.914000E-003,1.115000E-002,-5.140000E-004,1.705000E-002,-6.116000E-004,2.342000E-003,-3.200000E-004,3.174000E-004,-1.153000E-004,-3.487000E-003,9.297000E-004,-1.107000E-003,-3.926000E-003,-7.777000E-005,7.385000E-004,5.885000E-004,3.262000E-004,-2.333000E-003,8.827000E-003
17,06/24/07 01:38,-5.225000E+000,3.644000E-001,1.068000E-001,-2.213000E-003,4.143000E-002,-9.772000E-003,-4.686000E-002,-1.153000E-003,4.899000E-002,7.507000E-003,-3.074000E-003,8.439000E-004,6.073000E-004,4.141000E-003,-4.862000E-002,7.788000E-003,3.656000E-003,-1.122000E-002,-9.478000E-004,-1.075000E-003,2.261000E-003,1.351000E-003,-6.717000E-003,-1.060000E-002
17,06/24/07 02:16,-4.236000E+000,5.447000E-001,8.922000E-002,2.019000E-002,-2.923000E-002,-1.805000E-002,-2.401000E-002,3.809000E-005,3.986000E-002,-3.737000E-003,2.398000E-003,3.001000E-004,2.049000E-003,1.107000E-003,7.222000E-003,6.717000E-003,3.107000E-003,-1.983000E-003,-5.989000E-004,-1.595000E-003,3.390000E-003,1.486000E-003,3.767000E-003,-1.346000E-001
